id,lastname,firstname,first_g,last_g
lee-u901,Lee,,19320725,19410719
leesu901,Leeson,,19480907,19480907
leidu901,Leider,,19430618,19430618
lennu901,Lennon,,19470620,19470620
lentn901,Lentz,Nic,20160420,20241020
leppd101,Leppert,Don,19780825,19780825
leppt901,Lepperd,Tom,19840621,19860903
levej901,Levet,Jay,19790404,19790516
lewie901,Lewis,E.,19570728,19570728
lewis901,Lewis,Simon,19500820,19580824
lewiu901,Lewis,Ted,19440626,19490918
libkj901,Libka,John,20170527,20241011
lincf901,Lincoln,Fred,19140425,19140910
lindv101,Lindaman,Vive,19070530,19070530
linsj901,Linsalata,Joe,19610410,19611001
lippu901,Lippert,,19130812,19130813
listu901,Liston,,19370714,19470714
littw901,Little,Will,20130624,20241002
litzb901,Litz,Bill,19460815,19490623
lives901,Livensparger,Shane,20170610,20240929
liviu901,Livingston,,19500820,19500820
lobau901,Lobach,,19300822,19420902
locku901,Locke,,19210905,19211015
loebj901,Loeber,Jerry,19790412,19790425
lollm901,Lollo,Mark,20110702,20120624
longb901,Long,Bob,19920822,19930627
longr102,Longley,Red,19420412,19490709
lospp901,Lospitalier,Phil,19790412,19790516
lotsu901,Lotshaw,,19210716,19210716
lougu901,Loughrey,,19480809,19480809
loutc901,Louth,Christy,19370720,19410811
loweb101,Lowe,Bobby,19050814,19060423
loweu901,Lowe,,19370530,19370530
lucau901,Lucas,,19370515,19370626
lucir901,Luciano,Ron,19690407,19790930
luhrt901,Luhr,Terry,19840724,19840725
luked901,Luker,Dale,19950426,19950502
lundc101,Lundgren,Carl,19050805,19060902
lupoc901,Lupo,Charlie,19780825,19790518
lymaw901,Lyman,Will,19380530,19380530
lynct901,Lynch,Tom,19020804,19020807
lyonu901,Lyons,,19240803,19440618
mabbf901,Mabbott,Fred,19790429,19790429
macka901,MacKay,Alex,20200821,20240929
mackj901,Mackin,John,19790420,19790420
mageg901,Magerkurth,George,19290416,19471006
mages101,Magee,Sherry,19271008,19280927
magij901,Maginnis,Jim,19100502,19100502
magud901,Maguire,Dick,19390714,19430811
maguu901,Maguire,,19380715,19380715
maheb901,Maher,Joe,19790417,19841003
mahrn901,Mahrley,Nick,20170803,20241012
malob101,Maloney,Billy,19020802,19020802
malog901,Maloney,George,19690707,19831002
manlu901,Manley,,19350929,19460814
manna901,Mannassau,Al,19010425,19141010
mannt901,Mann,Terry,19950426,19950501
marbf101,Marberry,Firpo,19350624,19350929
marcu901,Marcinko,,19420826,19420826
marcu902,Marconi,,19400723,19400723
margu901,Margolis,,19430926,19430926
marij901,Marino,Jimmy,19790518,19790520
marqa901,Marquez,Alfonso,19990813,20241002
marsr901,Marsh,Randy,19810522,20091021
marsu902,Marshall,,19380424,19470506
martb901,Martine,Bruce,19910408,19910408
martu901,Martaras,,19470629,19470629
martu902,Martin,,19380728,19380728
masod901,Mason,Darrel,19950426,19950502
masou901,Mason,,19410812,19470420
massu901,Massey,,19460620,19480527
mathc102,Mathewson,Christy,19010905,19070830
mattu901,Mattoon,,19460612,19460612
mattu902,Matthews,Happy,19420908,19450801
maueb901,Mauer,Boyd,19780825,19790518
maxwb101,Maxwell,Bert,19140912,19140912
may-b901,May,Ben,20140417,20241002
mayfu901,Mayfield,,19490917,19490918
mcals101,McAllister,Sport,19010716,19020813
mcarj901,McArdle,John,20040723,20040723
mcavg901,McAvoy,Gary,19790510,19790513
mcbrj901,McBride,John,19241003,19461010
mccac901,McCafferty,Charles,19210606,19230611
mccaj901,McCarthy,Jack,19050415,19051008
mccau901,McCarly,,19391001,19401004
mccau902,McCain,,19271023,19271023
mccau903,McCarty,,19150509,19150509
mcclt901,McClelland,Tim,19810903,20130929
mccob104,McCormick,Barry,19140416,19291006
mccol901,McCoy,Larry,19700925,19990829
mccou901,McCoy,,19460814,19460814
mccrf901,McCreary,Fred,19380417,19490918
mccrk901,McCrady,Kyle,20200904,20210924
mccru903,McCray,,19410720,19410720
mcded901,McDevitt,Daniel,19241003,19271013
mcdos901,McDougall,Scott,19910408,19910408
mcdou901,McDonald,,19210612,19390820
mcdou902,McDougall,,19380721,19380722
mcfau901,McFarland,,19371007,19371007
mcgau901,McGarvey,,19370513,19370513
mcgob901,McGowan,Bill,19250414,19540727
mcgou901,McGowan,,19410610,19460813
mcgre901,McGreevy,Eugene,19120918,19130826
mcgrt901,McGrew,Ted,19241011,19340508
mcgru901,McGraw,,19261003,19440604
mcgud101,McGuire,Deacon,19010629,19050814
mckau901,McKay,,19261001,19261001
mckej901,McKean,Jim,19740405,20010708
mckib901,McKinley,Bill,19460807,19651003
mckie901,McKillips,Earl,19490604,19490604
mckiu901,McKinney,,19261001,19261001
mclae901,McLaughlin,Edward,19290416,19291005
mclap901,McLaughlin,Peter,19240923,19271002
mcmau901,McMahon,,19370531,19370705
mcnab901,McNamee,Bert,19490913,19490913
mcnah101,McNair,Hurley,19400630,19460630
mcnaj901,McNally,Jim,19790416,19790518
mcshj901,McSherry,John,19710601,19951006
mealj901,Meals,Jerry,19920914,20221008
meanl101,Means,Lewis,19490417,19490509
meanu901,Means,Lewis,19380710,19400902
meehj901,Meehan,James,19311004,19311004
meeru901,Meers,,19410808,19410808
meicl901,Meickle,L.J.,19281009,19380807
meltd101,Melton,Dave,19780825,19780825
menej101,Menefee,Jock,19030906,19030906
meric901,Meriwether,Chuck,19870523,20091011
merrc901,Merritt,Clarence,19790405,19790518
merrd901,Merrill,Durwood,19760514,19991011
merts101,Mertes,Sam,19050806,19050806
merzd901,Merzel,Dan,20200829,20240922
mescu901,Meschack,,19400727,19400727
metku901,Metka,,19430618,19430618
metzj901,Metz,Jacob,20230602,20240929
meyeu901,Meyers,,19260918,19440913
micku901,Mickel,Joseph,19870907,19870908
millb901,Miller,Bill,19970728,20241020
millb902,Miller,Bud,19790406,19790408
millb903,Miller,Brennan,20190420,20241003
millg901,Miller,Gale,19790407,19790516
millg903,Mills,Greg,19790420,19790519
millu901,Miller,,19420720,19470728
mitcd901,Mitchell,Densel,19380810,19380810
mitcu902,Mitchell,,19410823,19410823
mizeb101,Mizeur,Bill,19291017,19291017
monap901,Monahan,Pat,19310801,19310801
monau901,Monachan,,19390721,19390721
monte901,Montague,Ed,19741001,20090510
montu901,Maguire,,19370509,19370822
moorc901,Moore,Charles,19291031,19490727
moore103,Moore,Earl,19030706,19030706
moorh901,Moore,Howard,19380914,19490614
moorm901,Moore,Malachi,20200817,20241002
mooru901,Moore,Red,19241018,19420907
moorw901,Moore,Bill,19400602,19440917
moraa901,Moran,Augie,19030417,19180627
morac102,Moran,Charlie,19180416,19391001
morag901,Morales,Gabe,20140402,20241019
moreu901,Morela,,19490726,19490726
morgh901,Morgenweck,Hank,19701003,19751007
morgu901,Morgan,,19451024,19451024
morig101,Moriarty,George,19170411,19400929
morou901,Moroschan,,19380721,19390720
morrd901,Morrison,Dan,19790601,20010615
morru901,Morris,,19400529,19470828
morrw901,Morrisey,Walt,19410915,19410915
mosce901,Moscoso,Edwin,20200723,20241009
mosec901,Moser,Casey,20050707,20100731
moseh901,Moseley,H.L.,19470826,19490731
moseu902,Moses,,19370822,19370822
mothd101,Mothell,Dink,19440521,19440718
motlb901,Motley,Bob,19420607,19560812
moyeb901,Moyer,Bob,19790407,19790513
mrvoj901,Mrvos,Joe,19790406,19790408
muchm901,Muchlinski,Mike,20060424,20241020
muelu901,Mueller,,19370817,19370817
mulcj901,Mulcahy,Jim,19790503,19790506
mulld901,Mullaney,Dominic,19150414,19150605
mullj901,Mullin,John,19091002,19160828
mullu901,Mullins,,19490824,19490824
mundu901,Munday,,19390526,19400610
munrb901,Munroe,Bill,19490604,19490810
murpj901,Murphy,J.A.,19140814,19140818
murpu901,Murphy,,19301102,19311004
murre901,Murray,Ed,19910408,19910408
murrm101,Murray,Miah,19050913,19100927
musku901,Muskin,,19370710,19370710
myerj901,Myers,Joe,19790410,19790501
myeru901,Myers,,19410813,19480825
myeru902,Myers,,19370514,19370514
nalld901,Nallin,Dick,19150414,19320925
napiu901,Napier,,19410823,19410823
nappl901,Napp,Larry,19510417,19741009
nashb101,Nash,Billy,19010503,19011005
nauep901,Nauert,Paul,19950519,20200930
navaj901,Navas,Jose,20200724,20231001
naylu901,Naylor,,19361007,19361007
needt101,Needham,Tom,19040830,19070814
negrp901,Negri,Pete,19790410,19790410
nelsb901,Nelson,Bob,19790410,19950502
nelsd901,Nelson,Dick,19790405,19790518
nelsj901,Nelson,Jeff,19970509,20231001
nelss901,Nelson,Scott,20010617,20030919
neudj901,Neudecker,Jerry,19660412,19851006
newmu901,Newman,,19380529,19380529
newtd101,Newton,Doc,19020801,19020801
nichk101,Nichols,Kid,19010719,19010719
noonp101,Noonan,Pete,19060901,19070814
norau901,Norargiacomo,,19420908,19420908
normu901,Norman,,19400814,19450910
norre901,Norris,Ed,19780825,19790517
nortu901,Norton,,19480620,19480620
nothc901,Nothnagel,Carl,19841003,19841003
noval901,Novack,Les,19790507,19790516
obrij901,O'Brien,Jim,19790410,19790510
obrij902,O'Brien,Joe,19120723,19151003
obrip102,O'Brien,Pete,19070603,19070603
obriu901,O'Brian,,19370427,19380414
ocona901,O'Connor,Arthur,19140911,19141006
oconj104,O'Connor,Jack,19010522,19010831
oconj901,O'Connor,Jim,19780825,19790512
ocont901,O'Connor,Tom,19790417,19790419
oconu901,O'Connor,,19820413,19820413
odayh101,O'Day,Hank,19010419,19271002
odelm901,O'Dell,Mike,19841002,19841002
oderu901,Oderman,,19390723,19390723
odomj901,Odom,Jim,19650412,19741002
odonj901,O'Donnell,Jake,19680917,19711005
ohlib901,Ohlinger,Bob,19461012,19490911
ohlim901,Ohlinger,Matt,19461012,19470921
okeeu901,O'Keefe,,19480606,19480606
oldie901,Oldis,Edward,19120824,19130720
olige901,Oliger,Ed,19790424,19790429
olivu901,Olive,,19470725,19470725
olous901,O'Loughlin,Silk,19020423,19180902
olsea901,Olsen,Andy,19680913,19801005
omaru901,O'Mara,,19300828,19300922
oneiu901,O'Neil,,19270731,19290929
onorb901,O'Nora,Brian,19920804,20240929
orenu901,Orenfield,,19460815,19460815
ormsr901,Ormsby,Red,19230418,19410729
ortha101,Orth,Al,19010820,19170704
ortir901,Ortiz,Roberto,20160514,20241010
osulj901,O'Sullivan,John,19220930,19221001
otooj901,O'Toole,Jack,19300927,19300927
ottou901,Otto,,19370926,19370926
overl901,Overholser,Lora,19440717,19440717
overo101,Overall,Orval,19050911,19100825
owenb901,Owens,Brick,19080917,19371003
owenu901,Owens,,19440709,19490724
pachj901,Pacheco,Jim,19950426,19950502
packs901,Packard,Scott,20000425,20020828
padij901,Padilla,Joe,19950426,19950502
pales901,Palermo,Steve,19761002,19910706
palgu901,Palgutta,,19420826,19430725
palld901,Pallone,Dave,19790406,19880915
palmu901,Palm,,19470522,19470522
palmu902,Palmer,,19380713,19380713
panar901,Panas,Rich,19790413,19790513
papaj901,Paparella,Joe,19460416,19650928
parkd102,Parker,Doc,19110718,19110819
parkd901,Parks,Dallas,19790406,19950502
parkg901,Parker,Tiny,19360830,19381002
parmu901,Parmiter,,19461023,19461023
parrj901,Parra,Jonathan,20240329,20240911
parsu901,Parsipp,,19480710,19480710
passa901,Passarella,Art,19410416,19530927
patct901,Patch,Tony,19780825,19790517
pattc101,Patten,Casey,19030722,19030722
pattm903,Pattillo,Marcus,20140414,20150913
paule901,Paul,Ernie,19430629,19430719
paulu901,Paul,,19470507,19490524
paulu902,Paulson,,19470725,19470725
paylj901,Paylor,Jim,19950427,19950502
pearf102,Pears,Frank,19030619,19050930
pearu901,Pearson,,19470702,19470702
peith101,Peitz,Heinie,19010627,19060530
pelec901,Pelekoudas,Chris,19600412,19750928
pellu901,Pelliere,,19400726,19400726
peltb101,Pelty,Barney,19060831,19060901
penae901,Penalver,Eulogio,19470427,19470924
penfu901,Penfound,,19210709,19210719
pennu901,Penny,,19440626,19440626
pered901,Perez,Dave,19790406,19790520
perer901,Perez,Ray,19790406,19790408
perku901,Perkins,,19331011,19460630
perrb901,Perrine,Bull,19090414,19120608
perru901,Perry,,19460803,19470520
peteu901,Peters,,19451021,19451021
peteu902,Peterson,,19370703,19370710
petrt901,Petrani,Tom,19610820,19610820
pfirc901,Pfirman,Cy,19220412,19361006
phele101,Phelps,Ed,19120820,19120820
phild101,Phillippe,Deacon,19030610,19030610
phild901,Phillips,Dave,19710406,20020401
philu901,Phillips,,19410830,19410830
phipj901,Phipps,Jerry,19780825,19790510
phylb101,Phyle,Bill,19251114,19251227
pilam901,Pilato,Mike,19950426,19950502
